19	4
0	1
1	1
2	2
3	2
4	2
5	2
6	2
7	3
8	3
9	4
10	5
11	4
12	6
13	7
14	9
15	7
16	10
17	10
18	11
19	7
0	1
1	2
2	2
3	3
4	4
5	5
6	8
7	9
8	14
9	17
10	18
11	18
12	26
13	22
14	13
15	8
16	7
17	9
18	14
19	17
0	1
1	2
2	2
3	2
4	3
5	5
6	6
7	6
8	5
9	7
10	8
11	8
12	9
13	9
14	9
15	4
16	2
17	1
18	2
19	3
0	1
1	2
2	1
3	1
4	2
5	1
6	1
7	2
8	3
9	3
10	3
11	4
12	5
13	3
14	4
15	4
16	6
17	8
18	9
19	13
0	1
1	2
2	3
3	4
4	3
5	2
6	3
7	3
8	3
9	4
10	6
11	5
12	2
13	2
14	1
15	2
16	2
17	3
18	3
19	3
0	1
1	1
2	2
3	3
4	3
5	3
6	3
7	5
8	5
9	6
10	10
11	13
12	13
13	19
14	20
15	24
16	31
17	33
18	39
19	48
0	1
1	2
2	3
3	5
4	7
5	11
6	13
7	16
8	22
9	26
10	28
11	36
12	47
13	67
14	97
15	125
16	164
17	198
18	214
19	213
0	1
1	2
2	4
3	5
4	6
5	4
6	4
7	4
8	2
9	2
10	2
11	2
12	2
13	2
14	3
15	5
16	6
17	5
18	4
19	4
0	1
1	2
2	3
3	2
4	2
5	1
6	1
7	1
8	2
9	1
10	1
11	1
12	2
13	3
14	2
15	3
16	5
17	7
18	10
19	14
0	1
1	1
2	2
3	2
4	4
5	5
6	8
7	10
8	10
9	7
10	5
11	3
12	3
13	3
14	3
15	4
16	5
17	7
18	10
19	11
0	1
1	2
2	2
3	3
4	6
5	7
6	7
7	11
8	16
9	18
10	23
11	28
12	37
13	47
14	61
15	77
16	70
17	66
18	48
19	38
0	1
1	2
2	3
3	3
4	2
5	3
6	5
7	7
8	9
9	10
10	6
11	4
12	4
13	5
14	5
15	6
16	8
17	8
18	9
19	12
0	1
1	2
2	4
3	6
4	8
5	7
6	6
7	5
8	8
9	7
10	8
11	11
12	10
13	13
14	18
15	21
16	18
17	16
18	13
19	6
0	1
1	2
2	3
3	4
4	4
5	8
6	12
7	17
8	19
9	19
10	18
11	19
12	19
13	15
14	15
15	22
16	31
17	41
18	64
19	90
0	1
1	2
2	4
3	6
4	8
5	10
6	9
7	12
8	10
9	10
10	7
11	8
12	7
13	7
14	8
15	7
16	4
17	3
18	4
19	3
0	1
1	2
2	2
3	2
4	2
5	2
6	2
7	3
8	5
9	7
10	10
11	7
12	6
13	7
14	11
15	17
16	22
17	22
18	23
19	27
0	1
1	2
2	2
3	1
4	2
5	3
6	4
7	4
8	3
9	3
10	6
11	7
12	11
13	13
14	14
15	17
16	21
17	24
18	24
19	15
0	1
1	2
2	4
3	6
4	9
5	12
6	19
7	21
8	27
9	34
10	38
11	37
12	25
13	26
14	21
15	25
16	26
17	27
18	31
19	35
0	1
1	2
2	3
3	4
4	5
5	5
6	4
7	5
8	7
9	4
10	4
11	5
12	7
13	9
14	10
15	16
16	20
17	18
18	20
19	24
0	1
1	2
2	4
3	5
4	5
5	7
6	8
7	9
8	9
9	14
10	18
11	15
12	18
13	16
14	19
15	20
16	24
17	23
18	24
19	23
